Administrative,Administrative_Duration,Informational,Informational_Duration,ProductRelated,ProductRelated_Duration,BounceRates,ExitRates,PageValues,SpecialDay,Month,OperatingSystems,Browser,Region,TrafficType,VisitorType,Weekend,Revenue,total_duration,total_pages,avg_duration_per_page,product_page_ratio,productrelated_intent,total_duration_level,is_returning
0,0.0,0,0.0,6,70.83333333,0.0,0.016666667,0.0,0.0,3,2,2,8,2,Returning_Visitor,0,0,70.83,6,11.8,1.0,low,low,1
5,72.5,0,0.0,31,649.3071429,0.0,0.001041667,35.10378279,0.0,3,2,7,2,2,Returning_Visitor,1,1,721.81,36,20.05,0.8611111111111112,high,high,1
1,21.0,1,61.0,49,1647.152381,0.0,0.0008,144.3934888,0.0,3,2,2,7,2,Returning_Visitor,1,1,1729.15,51,33.9,0.9607843137254902,very_high,very_high,1
6,233.0833333,2,63.0,60,3135.442572,0.001666667,0.009358814,0.0,0.0,3,3,2,1,10,Returning_Visitor,0,0,3431.53,68,50.46,0.8823529411764706,very_high,very_high,1
0,0.0,0,0.0,9,181.3333333,0.02962963,0.055026455,0.0,0.0,3,2,2,1,1,Returning_Visitor,0,0,181.33,9,20.15,1.0,low,low,1
0,0.0,0,0.0,9,159.0,0.0,0.022222222,0.0,0.0,3,2,2,1,2,Returning_Visitor,1,0,159.0,9,17.67,1.0,low,low,1
4,315.0,0,0.0,8,465.8333333,0.0,0.024242424,0.0,0.0,3,3,2,3,3,Returning_Visitor,1,0,780.83,12,65.07,0.6666666666666666,medium,high,1
0,0.0,0,0.0,3,112.0,0.066666667,0.133333333,0.0,0.0,3,2,2,7,10,Returning_Visitor,0,0,112.0,3,37.33,1.0,low,low,1
0,0.0,0,0.0,40,952.9666667,0.001666667,0.016666667,0.0,0.0,3,1,1,2,2,Returning_Visitor,0,0,952.97,40,23.82,1.0,high,high,1
0,0.0,0,0.0,8,372.8333333,0.0,0.0125,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,372.83,8,46.6,1.0,medium,medium,1
6,192.5,0,0.0,14,327.0,0.0,0.00625,0.0,0.0,3,1,1,1,9,Returning_Visitor,1,0,519.5,20,25.98,0.7,medium,medium,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,2,2,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,6,1057.0,0.0,0.033333333,0.0,0.0,3,2,4,4,1,Returning_Visitor,0,0,1057.0,6,176.17,1.0,high,high,1
0,0.0,0,0.0,3,12.0,0.0,0.066666667,0.0,0.0,3,2,2,1,3,Returning_Visitor,0,0,12.0,3,4.0,1.0,low,low,1
0,0.0,0,0.0,1,36.0,0.0,0.066666667,0.0,0.0,3,3,2,6,2,Returning_Visitor,1,0,36.0,1,36.0,1.0,low,low,1
3,43.5,0,0.0,30,2264.333333,0.0,0.010416667,0.0,0.0,3,2,2,1,3,Returning_Visitor,1,0,2307.83,33,69.93,0.9090909090909091,very_high,very_high,1
4,76.0,0,0.0,28,866.0,0.0,0.02183908,0.0,0.0,3,2,2,4,1,Returning_Visitor,0,0,942.0,32,29.44,0.875,high,high,1
0,0.0,0,0.0,4,97.0,0.0,0.05,0.0,0.0,3,2,2,2,1,Returning_Visitor,0,0,97.0,4,24.25,1.0,low,low,1
0,0.0,0,0.0,17,701.5424242,0.013333333,0.026666667,0.0,0.0,3,2,2,6,2,Returning_Visitor,0,0,701.54,17,41.27,1.0,high,high,1
2,35.0,0,0.0,20,979.0833333,0.0,0.00952381,60.04549665,0.0,3,2,2,3,2,Returning_Visitor,0,1,1014.08,22,46.09,0.9090909090909091,high,high,1
3,13.0,0,0.0,28,324.7692308,0.0,0.001724138,0.0,0.0,3,2,2,1,6,Returning_Visitor,0,0,337.77,31,10.9,0.9032258064516129,medium,medium,1
6,160.0952381,3,94.5,47,1682.870247,0.001333333,0.007891429,5.698642857,0.0,3,3,2,6,10,Returning_Visitor,0,1,1937.47,56,34.6,0.8392857142857143,very_high,very_high,1
0,0.0,0,0.0,9,210.0,0.044444444,0.055555556,0.0,0.0,3,1,1,3,3,Returning_Visitor,0,0,210.0,9,23.33,1.0,medium,low,1
0,0.0,0,0.0,20,332.0,0.03,0.06,0.0,0.0,3,4,1,3,1,Returning_Visitor,0,0,332.0,20,16.6,1.0,medium,medium,1
1,45.0,0,0.0,13,1610.916667,0.0,0.007142857,0.0,0.0,3,1,1,1,3,New_Visitor,1,0,1655.92,14,118.28,0.9285714285714286,very_high,very_high,0
4,177.1666667,0,0.0,50,1188.566667,0.007843137,0.018300654,0.0,0.0,3,2,2,3,3,Returning_Visitor,0,0,1365.73,54,25.29,0.9259259259259259,high,high,1
0,0.0,0,0.0,3,98.0,0.0,0.066666667,0.0,0.0,3,2,6,7,1,Returning_Visitor,0,0,98.0,3,32.67,1.0,low,low,1
0,0.0,1,36.33333333,38,1663.683333,0.005405405,0.022972973,0.0,0.0,3,2,2,4,1,Returning_Visitor,0,0,1700.02,39,43.59,0.9743589743589743,very_high,very_high,1
4,43.5,0,0.0,39,930.3,0.001190476,0.010997732,0.0,0.0,3,4,5,1,3,Returning_Visitor,1,0,973.8,43,22.65,0.9069767441860465,high,high,1
0,0.0,0,0.0,21,1003.0,0.0,0.008333333,0.0,0.0,3,2,4,1,1,Returning_Visitor,0,0,1003.0,21,47.76,1.0,high,high,1
0,0.0,0,0.0,3,69.0,0.0,0.066666667,0.0,0.0,3,2,2,2,6,Returning_Visitor,0,0,69.0,3,23.0,1.0,low,low,1
0,0.0,0,0.0,27,1199.725758,0.007407407,0.01691358,9.028406684,0.0,3,1,1,2,3,Returning_Visitor,0,0,1199.73,27,44.43,1.0,high,high,1
0,0.0,0,0.0,34,1524.058333,0.019393939,0.025282904,11.77367361,0.0,3,3,2,3,1,Returning_Visitor,0,0,1524.06,34,44.83,1.0,very_high,high,1
0,0.0,2,45.0,11,624.0,0.015384615,0.046153846,0.0,0.0,3,2,2,4,10,Returning_Visitor,0,0,669.0,13,51.46,0.8461538461538461,high,medium,1
0,0.0,0,0.0,37,1229.766667,0.005405405,0.014414414,0.0,0.0,3,2,2,1,3,Returning_Visitor,1,0,1229.77,37,33.24,1.0,high,high,1
0,0.0,0,0.0,13,972.6,0.0,0.007692308,0.0,0.0,3,2,2,3,10,Returning_Visitor,0,0,972.6,13,74.82,1.0,high,high,1
5,159.0,0,0.0,17,438.4333333,0.003030303,0.027272727,0.0,0.0,3,1,1,3,3,Returning_Visitor,0,0,597.43,22,27.16,0.7727272727272727,medium,medium,1
0,0.0,0,0.0,10,270.0,0.0,0.004,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,270.0,10,27.0,1.0,medium,medium,1
0,0.0,0,0.0,3,333.0,0.0,0.066666667,0.0,0.0,3,2,2,2,1,Returning_Visitor,1,0,333.0,3,111.0,1.0,medium,medium,1
0,0.0,0,0.0,20,504.2333333,0.01,0.021666667,0.0,0.0,3,3,2,1,1,Returning_Visitor,0,0,504.23,20,25.21,1.0,medium,medium,1
0,0.0,0,0.0,27,845.5,0.0,0.007407407,0.0,0.0,3,4,1,1,11,Returning_Visitor,1,0,845.5,27,31.31,1.0,high,high,1
1,54.0,1,237.0,16,744.5,0.013333333,0.033777778,0.0,0.0,3,2,2,6,2,Returning_Visitor,0,0,1035.5,18,57.53,0.8888888888888888,high,high,1
0,0.0,0,0.0,21,1129.0,0.00952381,0.038095238,0.0,0.0,3,2,5,5,1,Returning_Visitor,0,0,1129.0,21,53.76,1.0,high,high,1
2,34.0,0,0.0,8,358.0,0.0,0.02,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,392.0,10,39.2,0.8,medium,medium,1
0,0.0,0,0.0,24,832.0,0.0,0.020289855,21.92521348,0.0,3,2,6,6,1,Returning_Visitor,0,0,832.0,24,34.67,1.0,high,high,1
0,0.0,0,0.0,4,36.5,0.0,0.05,0.0,0.0,3,2,2,7,1,Returning_Visitor,0,0,36.5,4,9.12,1.0,low,low,1
0,0.0,0,0.0,7,157.0,0.0,0.014285714,0.0,0.0,3,3,2,1,2,Returning_Visitor,0,0,157.0,7,22.43,1.0,low,low,1
3,36.0,0,0.0,9,71.33333333,0.0,0.02,0.0,0.0,3,2,2,1,11,New_Visitor,0,0,107.33,12,8.94,0.75,low,low,0
7,196.0,3,138.5,11,227.5,0.0,0.006666667,0.0,0.0,3,3,2,5,8,New_Visitor,1,0,562.0,21,26.76,0.5238095238095238,medium,medium,0
1,0.0,2,56.0,22,1054.309524,0.004761905,0.023809524,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,1110.31,25,44.41,0.88,high,high,1
0,0.0,0,0.0,6,308.1666667,0.083333333,0.095,0.0,0.0,3,1,1,6,1,Returning_Visitor,0,0,308.17,6,51.36,1.0,medium,medium,1
0,0.0,0,0.0,10,229.25,0.0,0.06,0.0,0.0,3,1,1,6,2,Returning_Visitor,0,0,229.25,10,22.92,1.0,medium,medium,1
0,0.0,1,29.0,9,225.8333333,0.0,0.02,0.0,0.0,3,2,2,1,3,Returning_Visitor,1,0,254.83,10,25.48,0.9,medium,medium,1
2,21.0,1,26.0,22,326.5833333,0.018181818,0.066666667,0.0,0.0,3,3,2,4,3,Returning_Visitor,0,0,373.58,25,14.94,0.88,medium,medium,1
10,231.0,1,8.0,104,3486.690476,0.003301887,0.013104972,0.0,0.0,3,2,10,1,1,Returning_Visitor,1,0,3725.69,115,32.4,0.9043478260869565,very_high,very_high,1
0,0.0,0,0.0,8,863.3333333,0.0,0.014583333,0.0,0.0,3,2,2,4,3,Returning_Visitor,1,0,863.33,8,107.92,1.0,high,high,1
0,0.0,0,0.0,1,67.0,0.1,0.133333333,0.0,0.0,3,3,3,1,3,Returning_Visitor,0,0,67.0,1,67.0,1.0,low,low,1
15,1011.361111,2,171.5,54,1405.131241,0.0,0.006127451,37.41814196,0.0,3,3,2,3,2,New_Visitor,1,0,2587.99,71,36.45,0.7605633802816901,high,very_high,0
6,60.0,2,61.0,23,1031.704762,0.0,0.007111111,33.14784917,0.0,3,4,2,9,10,Returning_Visitor,1,1,1152.7,31,37.18,0.7419354838709677,high,high,1
0,0.0,0,0.0,24,917.0833333,0.008333333,0.031944444,0.0,0.0,3,3,2,1,1,Returning_Visitor,1,0,917.08,24,38.21,1.0,high,high,1
3,61.0,0,0.0,19,573.6571429,0.036842105,0.04,0.0,0.0,3,1,1,2,1,Returning_Visitor,0,0,634.66,22,28.85,0.8636363636363636,medium,medium,1
0,0.0,0,0.0,5,94.5,0.0,0.04,0.0,0.0,3,2,2,1,1,Returning_Visitor,0,0,94.5,5,18.9,1.0,low,low,1
0,0.0,0,0.0,13,238.1666667,0.0,0.007692308,0.0,0.0,3,2,2,6,2,Returning_Visitor,0,0,238.17,13,18.32,1.0,medium,medium,1
3,227.0,0,0.0,3,164.0,0.0,0.013333333,0.0,0.0,3,1,1,3,2,New_Visitor,0,0,391.0,6,65.17,0.5,low,medium,0
0,0.0,5,14.0,31,750.5904762,0.007407407,0.036957672,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,764.59,36,21.24,0.8611111111111112,high,high,1
1,464.0,0,0.0,19,1834.083333,0.02,0.03125,0.0,0.0,3,2,2,2,10,Returning_Visitor,0,0,2298.08,20,114.9,0.95,very_high,very_high,1
0,0.0,0,0.0,19,606.8333333,0.031578947,0.048245614,0.0,0.0,3,2,2,1,3,Returning_Visitor,0,0,606.83,19,31.94,1.0,high,medium,1
0,0.0,3,300.0,13,509.1214286,0.006666667,0.002222222,40.7932,0.0,3,3,2,7,2,Returning_Visitor,1,1,809.12,16,50.57,0.8125,medium,high,1
0,0.0,0,0.0,2,19.0,0.0,0.1,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,19.0,2,9.5,1.0,low,low,1
3,80.42857143,0,0.0,61,5900.351378,0.0,0.007213115,0.0,0.0,3,3,2,3,10,Returning_Visitor,0,0,5980.78,64,93.45,0.953125,very_high,very_high,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,2,9,2,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,2,1,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,13,449.3333333,0.006153846,0.044615385,0.0,0.0,3,2,5,1,3,Returning_Visitor,0,0,449.33,13,34.56,1.0,medium,medium,1
0,0.0,0,0.0,12,200.0,0.0,0.047222222,0.0,0.0,3,2,2,1,2,Returning_Visitor,1,0,200.0,12,16.67,1.0,medium,low,1
3,61.5,0,0.0,16,946.1666667,0.0,0.010526316,0.0,0.0,3,2,2,1,10,New_Visitor,0,0,1007.67,19,53.04,0.8421052631578947,high,high,0
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,2,2,1,1,Returning_Visitor,0,0,0.0,2,0.0,1.0,low,low,1
0,0.0,0,0.0,3,514.0,0.0,0.066666667,0.0,0.0,3,2,2,3,1,Returning_Visitor,0,0,514.0,3,171.33,1.0,medium,medium,1
1,58.0,0,0.0,5,64.0,0.0,0.016666667,0.0,0.0,3,1,1,4,2,New_Visitor,0,0,122.0,6,20.33,0.8333333333333334,low,low,0
0,0.0,0,0.0,2,210.0,0.0,0.1,0.0,0.0,3,3,2,1,2,Returning_Visitor,0,0,210.0,2,105.0,1.0,medium,low,1
2,243.0,0,0.0,12,1180.5,0.0,0.007692308,0.0,0.0,3,1,1,1,9,Returning_Visitor,0,0,1423.5,14,101.68,0.8571428571428571,high,high,1
0,0.0,0,0.0,9,771.5,0.022222222,0.044444444,0.0,0.0,3,1,1,6,1,Returning_Visitor,0,0,771.5,9,85.72,1.0,high,high,1
1,4.0,0,0.0,37,1096.75,0.0,0.020175439,0.0,0.0,3,2,2,6,10,Returning_Visitor,0,0,1100.75,38,28.97,0.9736842105263158,high,high,1
0,0.0,0,0.0,5,381.6666667,0.0,0.02,0.0,0.0,3,1,1,3,2,Returning_Visitor,0,0,381.67,5,76.33,1.0,medium,medium,1
9,210.6666667,3,127.0,55,1509.594444,0.006451613,0.02016129,14.68324522,0.0,3,2,5,1,2,Returning_Visitor,0,0,1847.26,67,27.57,0.8208955223880597,very_high,very_high,1
0,0.0,0,0.0,4,69.0,0.0,0.05,0.0,0.0,3,1,1,1,2,Returning_Visitor,0,0,69.0,4,17.25,1.0,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,4,5,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,5,103.0,0.0,0.04,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,103.0,5,20.6,1.0,low,low,1
0,0.0,0,0.0,2,36.5,0.0,0.033333333,0.0,0.0,3,3,2,1,1,Returning_Visitor,0,0,36.5,2,18.25,1.0,low,low,1
0,0.0,0,0.0,6,226.0,0.0,0.04,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,226.0,6,37.67,1.0,medium,medium,1
1,156.1428571,0,0.0,18,1181.198413,0.0,0.048235294,0.0,0.0,3,3,2,4,1,Returning_Visitor,0,0,1337.34,19,70.39,0.9473684210526315,high,high,1
2,0.0,0,0.0,17,1394.666667,0.0,0.029761905,0.0,0.0,3,2,4,2,6,Returning_Visitor,0,0,1394.67,19,73.4,0.8947368421052632,high,high,1
5,282.0,0,0.0,8,326.0,0.0,0.022222222,0.0,0.0,3,1,1,1,3,Returning_Visitor,0,0,608.0,13,46.77,0.6153846153846154,medium,medium,1
0,0.0,0,0.0,9,459.8307692,0.0,0.001587302,0.0,0.0,3,3,2,8,2,Returning_Visitor,1,0,459.83,9,51.09,1.0,medium,medium,1
3,512.8333333,2,278.0,3,162.0,0.0,0.014285714,0.0,0.0,3,3,2,1,8,New_Visitor,1,0,952.83,8,119.1,0.375,low,high,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,6,1,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,3,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
1,112.0,0,0.0,37,2043.5,0.005555556,0.016666667,12.3578472,0.0,3,2,5,3,6,Returning_Visitor,0,1,2155.5,38,56.72,0.9736842105263158,very_high,very_high,1
4,73.5,0,0.0,24,663.4666667,0.002564103,0.004395604,0.0,0.0,3,3,2,1,1,Returning_Visitor,0,0,736.97,28,26.32,0.8571428571428571,high,high,1
3,184.6888889,0,0.0,129,7669.250794,0.0,0.009135204,0.0,0.0,3,2,2,8,13,Returning_Visitor,0,0,7853.94,132,59.5,0.9772727272727273,very_high,very_high,1
5,75.16666667,0,0.0,12,115.1666667,0.028571429,0.042857143,0.0,0.0,3,2,2,8,1,Returning_Visitor,0,0,190.33,17,11.2,0.7058823529411765,low,low,1
0,0.0,0,0.0,11,296.45,0.0,0.007792208,0.0,0.0,3,3,2,6,2,Returning_Visitor,0,0,296.45,11,26.95,1.0,medium,medium,1
0,0.0,0,0.0,56,2633.869048,0.003703704,0.016666667,0.0,0.0,3,2,5,1,1,Returning_Visitor,0,0,2633.87,56,47.03,1.0,very_high,very_high,1
0,0.0,0,0.0,19,392.0,0.021052632,0.052631579,0.0,0.0,3,2,2,5,1,Returning_Visitor,1,0,392.0,19,20.63,1.0,medium,medium,1
1,19.0,0,0.0,13,748.6666667,0.0,0.020512821,0.0,0.0,3,1,2,6,3,Returning_Visitor,0,0,767.67,14,54.83,0.9285714285714286,high,high,1
6,302.0,0,0.0,18,834.6666667,0.004761905,0.021269841,0.0,0.0,3,1,1,1,9,Returning_Visitor,1,0,1136.67,24,47.36,0.75,high,high,1
0,0.0,0,0.0,2,5.0,0.0,0.1,0.0,0.0,3,2,2,1,1,Returning_Visitor,1,0,5.0,2,2.5,1.0,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,1,1,1,9,Returning_Visitor,1,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,3,11.0,0.05,0.15,0.0,0.0,3,3,3,1,1,Returning_Visitor,0,0,11.0,3,3.67,1.0,low,low,1
0,0.0,1,37.0,15,497.3333333,0.0125,0.0375,0.0,0.0,3,1,1,2,1,Returning_Visitor,0,0,534.33,16,33.4,0.9375,medium,medium,1
10,117.3333333,0,0.0,28,631.9896825,0.017647059,0.022794118,10.16517157,0.0,3,3,7,1,2,Returning_Visitor,0,1,749.32,38,19.72,0.7368421052631579,high,high,1
0,0.0,0,0.0,11,315.6,0.0,0.018181818,0.0,0.0,3,1,1,6,3,Returning_Visitor,1,0,315.6,11,28.69,1.0,medium,medium,1
1,7.0,0,0.0,14,183.3333333,0.0,0.006666667,0.0,0.0,3,2,2,3,10,Returning_Visitor,0,0,190.33,15,12.69,0.9333333333333333,low,low,1
1,0.0,0,0.0,8,192.1666667,0.0,0.025,0.0,0.0,3,1,1,9,9,Returning_Visitor,1,0,192.17,9,21.35,0.8888888888888888,medium,low,1
1,0.0,0,0.0,16,1296.6,0.022222222,0.033333333,13.28355556,0.0,3,3,2,4,2,Returning_Visitor,0,1,1296.6,17,76.27,0.9411764705882353,high,high,1
0,0.0,0,0.0,3,17.0,0.1,0.111111111,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,17.0,3,5.67,1.0,low,low,1
0,0.0,1,41.0,13,698.0,0.0,0.032142857,0.0,0.0,3,2,5,2,1,Returning_Visitor,0,0,739.0,14,52.79,0.9285714285714286,high,high,1
1,14.0,0,0.0,17,1093.142857,0.0,0.02125,0.0,0.0,3,2,2,2,2,Returning_Visitor,0,0,1107.14,18,61.51,0.9444444444444444,high,high,1
1,5.0,0,0.0,9,2397.5,0.0,0.02,0.0,0.0,3,4,1,3,3,Returning_Visitor,0,0,2402.5,10,240.25,0.9,very_high,very_high,1
2,107.0,0,0.0,3,56.0,0.0,0.04,0.0,0.0,3,1,1,3,2,New_Visitor,0,0,163.0,5,32.6,0.6,low,low,0
1,31.0,3,62.0,11,196.2,0.0,0.013333333,0.0,0.0,3,2,2,1,10,Returning_Visitor,0,0,289.2,15,19.28,0.7333333333333333,medium,medium,1
0,0.0,0,0.0,3,39.66666667,0.0,0.033333333,0.0,0.0,3,2,4,1,10,Returning_Visitor,0,0,39.67,3,13.22,1.0,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,2,1,3,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,3,2,1,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
0,0.0,1,42.0,20,408.3333333,0.0,0.003174603,33.47777322,0.0,3,2,4,7,2,Returning_Visitor,0,1,450.33,21,21.44,0.9523809523809523,medium,medium,1
0,0.0,0,0.0,2,0.0,0.2,0.2,0.0,0.0,3,1,1,1,10,Returning_Visitor,0,0,0.0,2,0.0,1.0,low,low,1
1,7.0,0,0.0,29,906.5666667,0.0,0.006896552,0.0,0.0,3,4,1,1,2,New_Visitor,1,0,913.57,30,30.45,0.9666666666666667,high,high,0
0,0.0,0,0.0,4,149.0,0.0,0.05,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,149.0,4,37.25,1.0,low,low,1
0,0.0,0,0.0,30,1224.75,0.0,0.007142857,21.04864167,0.0,3,2,4,2,2,New_Visitor,0,1,1224.75,30,40.83,1.0,high,high,0
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,4,1,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
2,52.0,1,17.66666667,18,1262.0,0.0,0.00952381,0.0,0.0,3,2,2,1,2,New_Visitor,0,0,1331.67,21,63.41,0.8571428571428571,high,high,0
0,0.0,0,0.0,12,207.0,0.0,0.036666667,0.0,0.0,3,2,2,3,2,Returning_Visitor,0,0,207.0,12,17.25,1.0,medium,low,1
1,19.0,0,0.0,7,115.6666667,0.0,0.028571429,0.0,0.0,3,3,2,2,10,Returning_Visitor,0,0,134.67,8,16.83,0.875,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
1,0.0,0,0.0,3,321.5,0.05,0.1,0.0,0.0,3,3,2,2,1,Returning_Visitor,0,0,321.5,4,80.38,0.75,medium,medium,1
9,204.0833333,0,0.0,63,3552.702381,0.0,0.007,19.95572297,0.0,3,1,2,8,8,New_Visitor,0,1,3756.79,72,52.18,0.875,very_high,very_high,0
2,151.0,0,0.0,19,716.3571429,0.004761905,0.015873016,10.8692605,0.0,3,1,1,7,1,Returning_Visitor,1,1,867.36,21,41.3,0.9047619047619048,high,high,1
6,98.0,0,0.0,12,343.0,0.019444444,0.032222222,0.0,0.0,3,1,2,1,2,Returning_Visitor,1,0,441.0,18,24.5,0.6666666666666666,medium,medium,1
6,52.0,1,24.0,56,3763.166667,0.003389831,0.01480226,10.37042373,0.0,3,2,2,1,1,Returning_Visitor,0,1,3839.17,63,60.94,0.8888888888888888,very_high,very_high,1
0,0.0,0,0.0,7,272.5,0.0,0.033333333,0.0,0.0,3,1,1,6,2,New_Visitor,1,0,272.5,7,38.93,1.0,medium,medium,0
0,0.0,0,0.0,3,81.0,0.0,0.066666667,0.0,0.0,3,1,1,1,1,Returning_Visitor,0,0,81.0,3,27.0,1.0,low,low,1
4,600.4230769,0,0.0,17,1883.827222,0.00075188,0.013061325,0.120699914,0.0,3,2,2,1,8,Returning_Visitor,0,1,2484.25,21,118.3,0.8095238095238095,very_high,very_high,1
0,0.0,0,0.0,7,251.6666667,0.028571429,0.011428571,0.0,0.0,3,3,2,1,6,Returning_Visitor,1,0,251.67,7,35.95,1.0,medium,medium,1
4,132.0,0,0.0,7,1413.333333,0.036,0.029285714,0.0,0.0,3,3,2,7,8,Returning_Visitor,0,0,1545.33,11,140.48,0.6363636363636364,high,high,1
0,0.0,0,0.0,3,79.5,0.0,0.033333333,0.0,0.0,3,3,2,2,2,Returning_Visitor,0,0,79.5,3,26.5,1.0,low,low,1
3,23.0,0,0.0,6,83.0,0.0,0.014285714,0.0,0.0,3,2,2,6,2,New_Visitor,0,0,106.0,9,11.78,0.6666666666666666,low,low,0
2,20.0,0,0.0,17,584.5,0.0,0.011111111,0.0,0.0,3,2,2,9,2,Returning_Visitor,0,0,604.5,19,31.82,0.8947368421052632,medium,medium,1
3,39.0,0,0.0,30,940.8333333,0.012121212,0.024242424,0.0,0.0,3,1,8,3,3,Returning_Visitor,0,0,979.83,33,29.69,0.9090909090909091,high,high,1
2,152.8333333,0,0.0,20,791.6666667,0.011111111,0.016666667,41.35007203,0.0,3,1,1,1,2,New_Visitor,0,1,944.5,22,42.93,0.9090909090909091,high,high,0
0,0.0,0,0.0,77,4346.541667,0.003070175,0.023099415,0.0,0.0,3,4,1,1,2,Returning_Visitor,0,0,4346.54,77,56.45,1.0,very_high,very_high,1
0,0.0,0,0.0,5,50.5,0.0,0.04,0.0,0.0,3,2,2,1,1,Returning_Visitor,1,0,50.5,5,10.1,1.0,low,low,1
0,0.0,0,0.0,6,74.0,0.0,0.02,0.0,0.0,3,2,4,6,8,Returning_Visitor,0,0,74.0,6,12.33,1.0,low,low,1
0,0.0,0,0.0,8,83.0,0.057142857,0.095238095,0.0,0.0,3,1,2,2,1,Returning_Visitor,0,0,83.0,8,10.38,1.0,low,low,1
4,16.66666667,0,0.0,68,2593.741667,0.002941176,0.012843137,0.0,0.0,3,2,2,4,8,Returning_Visitor,0,0,2610.41,72,36.26,0.9444444444444444,very_high,very_high,1
0,0.0,0,0.0,6,59.0,0.0,0.033333333,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,59.0,6,9.83,1.0,low,low,1
2,197.0,4,219.0,53,1518.761111,0.007272727,0.005454545,0.0,0.0,3,1,1,6,2,Returning_Visitor,1,0,1934.76,59,32.79,0.8983050847457628,very_high,very_high,1
0,0.0,0,0.0,6,62.0,0.0,0.04,0.0,0.0,3,2,2,1,1,Returning_Visitor,0,0,62.0,6,10.33,1.0,low,low,1
0,0.0,0,0.0,30,365.4,0.027586207,0.035862069,0.0,0.0,3,3,2,6,1,Returning_Visitor,0,0,365.4,30,12.18,1.0,medium,medium,1
2,15.0,0,0.0,7,50.5,0.0,0.028571429,0.0,0.0,3,2,2,1,3,Returning_Visitor,0,0,65.5,9,7.28,0.7777777777777778,low,low,1
0,0.0,0,0.0,12,468.0,0.016666667,0.033333333,0.0,0.0,3,4,1,4,3,Returning_Visitor,0,0,468.0,12,39.0,1.0,medium,medium,1
5,710.3333333,0,0.0,23,7533.272727,0.0,0.007407407,0.0,0.0,3,2,2,1,2,Returning_Visitor,0,0,8243.61,28,294.41,0.8214285714285714,very_high,very_high,1
4,84.0,0,0.0,35,1059.0,0.0,0.005882353,0.0,0.0,3,2,2,3,2,New_Visitor,0,0,1143.0,39,29.31,0.8974358974358975,high,high,0
0,0.0,0,0.0,5,52.0,0.0,0.02,0.0,0.0,3,2,4,7,2,Returning_Visitor,0,0,52.0,5,10.4,1.0,low,low,1
3,151.0,0,0.0,6,892.0,0.0,0.018518519,0.0,0.0,3,3,2,3,3,Returning_Visitor,1,0,1043.0,9,115.89,0.6666666666666666,high,high,1
4,83.5,0,0.0,9,430.5,0.0,0.015384615,0.0,0.0,3,2,2,1,2,New_Visitor,0,0,514.0,13,39.54,0.6923076923076923,medium,medium,0
0,0.0,0,0.0,17,132.6333333,0.011764706,0.007843137,0.0,0.0,3,1,1,1,2,Returning_Visitor,0,0,132.63,17,7.8,1.0,low,low,1
0,0.0,0,0.0,1,0.0,0.2,0.2,0.0,0.0,3,3,2,3,1,Returning_Visitor,0,0,0.0,1,0.0,1.0,low,low,1
